adulteration_id,product_name,brand,category,adulterant,detection_date,detection_method,severity,health_risk,action_taken
201.0,Chicken,BrandB,Condiments,Water,4/10/2024,Chemical Analysis,Minor,Medium,Fine Imposed
202.0,Beef,BrandA,Dairy,Coloring agents,4/1/2024,Chemical Analysis,Minor,High,Product Recall
203.0,Juice,BrandC,Meat,Water,6/15/2024,Chemical Analysis,Minor,Medium,Warning Issued
204.0,Chicken,BrandB,Bakery,Coloring agents,4/4/2024,Chemical Analysis,Minor,Medium,Fine Imposed
205.0,Chicken,BrandB,Beverages,Water,6/5/2024,Microbiological Analysis,Moderate,Low,Fine Imposed
206.0,Beef,BrandA,Beverages,Coloring agents,4/21/2024,Spectroscopy,Minor,Low,Fine Imposed
207.0,Butter,BrandC,Dairy,Artificial sweeteners,6/9/2024,Chemical Analysis,Moderate,Medium,Fine Imposed
208.0,Honey,BrandA,Condiments,Chalk,6/25/2024,Chemical Analysis,Moderate,Low,Fine Imposed
209.0,Juice,BrandA,Beverages,Melamine,2/21/2024,Chemical Analysis,Minor,High,Fine Imposed
210.0,Juice,BrandC,Condiments,Artificial sweeteners,3/24/2024,Spectroscopy,Severe,Medium,Fine Imposed
211.0,Honey,BrandB,Beverages,Chalk,6/8/2024,Sensory Evaluation,Minor,High,Investigation Launched
212.0,Yogurt,BrandA,Dairy,Chalk,5/13/2024,Sensory Evaluation,Severe,High,Product Recall
213.0,Juice,BrandB,Condiments,Coloring agents,4/4/2024,Chemical Analysis,Minor,High,Investigation Launched
214.0,Juice,BrandC,Meat,Chalk,6/28/2024,Chemical Analysis,Moderate,High,Investigation Launched
215.0,Milk,BrandE,Bakery,Chalk,6/2/2024,Sensory Evaluation,Moderate,High,Fine Imposed
216.0,Chicken,BrandD,Dairy,Melamine,6/5/2024,Chemical Analysis,Severe,High,Investigation Launched
217.0,Yogurt,BrandA,Dairy,Chalk,2/21/2024,Sensory Evaluation,Severe,Low,Fine Imposed
218.0,Yogurt,BrandE,Dairy,Artificial sweeteners,3/15/2024,Chemical Analysis,Severe,Medium,Product Recall
219.0,Chicken,BrandB,Beverages,Coloring agents,4/15/2024,Spectroscopy,Severe,High,Fine Imposed
220.0,Juice,BrandD,Meat,Artificial sweeteners,5/3/2024,Spectroscopy,Minor,Low,Product Recall
221.0,Honey,BrandD,Dairy,Water,2/26/2024,Chemical Analysis,Severe,Medium,Investigation Launched
222.0,Chicken,BrandC,Meat,Artificial sweeteners,4/8/2024,Chemical Analysis,Minor,Low,Fine Imposed
223.0,Butter,BrandC,Dairy,Coloring agents,5/30/2024,Microbiological Analysis,Moderate,Medium,Product Recall
224.0,Milk,BrandD,Meat,Water,6/18/2024,Sensory Evaluation,Minor,Low,Fine Imposed
225.0,Beef,BrandC,Meat,Coloring agents,2/4/2024,Spectroscopy,Moderate,High,Fine Imposed
226.0,Milk,BrandB,Meat,Water,5/30/2024,Sensory Evaluation,Minor,High,Product Recall
227.0,Butter,BrandB,Bakery,Water,5/22/2024,Spectroscopy,Moderate,Medium,Fine Imposed
228.0,Bread,BrandD,Beverages,Coloring agents,5/8/2024,Microbiological Analysis,Minor,High,Investigation Launched
229.0,Beef,BrandE,Dairy,Coloring agents,4/27/2024,Chemical Analysis,Moderate,Medium,Warning Issued
230.0,Juice,BrandA,Meat,Chalk,1/6/2024,Microbiological Analysis,Minor,Medium,Investigation Launched
231.0,Juice,BrandD,Dairy,Water,4/13/2024,Microbiological Analysis,Moderate,High,Fine Imposed
232.0,Juice,BrandB,Beverages,Coloring agents,5/14/2024,Spectroscopy,Minor,Low,Investigation Launched
233.0,Juice,BrandE,Bakery,Melamine,1/18/2024,Chemical Analysis,Minor,Low,Product Recall
234.0,Yogurt,BrandE,Bakery,Artificial sweeteners,2/10/2024,Sensory Evaluation,Severe,Low,Fine Imposed
235.0,Wine,BrandD,Condiments,Coloring agents,3/7/2024,Chemical Analysis,Minor,Low,Investigation Launched
236.0,Wine,BrandA,Condiments,Artificial sweeteners,1/15/2024,Sensory Evaluation,Severe,High,Fine Imposed
237.0,Cheese,BrandA,Meat,Coloring agents,5/4/2024,Chemical Analysis,Severe,Low,Investigation Launched
238.0,Cheese,BrandE,Beverages,Melamine,5/10/2024,Microbiological Analysis,Severe,High,Fine Imposed
239.0,Chicken,BrandC,Meat,Coloring agents,6/10/2024,Spectroscopy,Minor,Medium,Fine Imposed
240.0,Milk,BrandD,Condiments,Melamine,2/17/2024,Sensory Evaluation,Moderate,Medium,Fine Imposed
241.0,Butter,BrandE,Beverages,Artificial sweeteners,3/23/2024,Microbiological Analysis,Severe,High,Fine Imposed
242.0,Juice,BrandC,Beverages,Coloring agents,6/6/2024,Microbiological Analysis,Minor,High,Warning Issued
243.0,Chicken,BrandD,Meat,Coloring agents,6/15/2024,Microbiological Analysis,Severe,High,Investigation Launched
244.0,Honey,BrandD,Beverages,Artificial sweeteners,5/4/2024,Microbiological Analysis,Severe,Low,Warning Issued
245.0,Juice,BrandC,Bakery,Artificial sweeteners,2/29/2024,Microbiological Analysis,Moderate,Low,Investigation Launched
246.0,Cheese,BrandA,Meat,Melamine,5/26/2024,Chemical Analysis,Minor,Low,Product Recall
247.0,Juice,BrandB,Condiments,Coloring agents,6/6/2024,Chemical Analysis,Moderate,Low,Warning Issued
248.0,Yogurt,BrandC,Meat,Melamine,5/3/2024,Spectroscopy,Minor,High,Warning Issued
249.0,Cheese,BrandB,Beverages,Coloring agents,1/24/2024,Microbiological Analysis,Minor,Low,Fine Imposed
250.0,Yogurt,BrandA,Condiments,Water,4/26/2024,Spectroscopy,Severe,High,Fine Imposed
251.0,Juice,BrandE,Dairy,Coloring agents,1/13/2024,Sensory Evaluation,Severe,Medium,Fine Imposed
252.0,Cheese,BrandB,Condiments,Coloring agents,4/30/2024,Chemical Analysis,Minor,Low,Fine Imposed
253.0,Milk,BrandD,Condiments,Melamine,6/14/2024,Chemical Analysis,Moderate,High,Investigation Launched
254.0,Milk,BrandE,Meat,Chalk,1/20/2024,Microbiological Analysis,Moderate,High,Fine Imposed
255.0,Bread,BrandE,Beverages,Melamine,5/23/2024,Spectroscopy,Moderate,Medium,Investigation Launched
256.0,Honey,BrandD,Beverages,Artificial sweeteners,1/10/2024,Chemical Analysis,Severe,High,Product Recall
257.0,Cheese,BrandA,Meat,Coloring agents,2/25/2024,Microbiological Analysis,Moderate,High,Warning Issued
258.0,Chicken,BrandD,Meat,Artificial sweeteners,4/20/2024,Microbiological Analysis,Severe,High,Investigation Launched
259.0,Chicken,BrandB,Beverages,Artificial sweeteners,2/15/2024,Sensory Evaluation,Moderate,Medium,Warning Issued
260.0,Cheese,BrandB,Dairy,Artificial sweeteners,2/7/2024,Chemical Analysis,Moderate,Medium,Warning Issued
261.0,Milk,BrandB,Beverages,Artificial sweeteners,4/23/2024,Sensory Evaluation,Moderate,High,Fine Imposed
262.0,Milk,BrandB,Bakery,Water,2/13/2024,Microbiological Analysis,Severe,Low,Product Recall
263.0,Bread,BrandB,Condiments,Coloring agents,4/26/2024,Sensory Evaluation,Moderate,Low,Fine Imposed
264.0,Bread,BrandB,Condiments,Coloring agents,3/17/2024,Microbiological Analysis,Moderate,High,Product Recall
265.0,Honey,BrandC,Beverages,Coloring agents,6/28/2024,Sensory Evaluation,Severe,High,Investigation Launched
266.0,Honey,BrandA,Meat,Melamine,4/28/2024,Spectroscopy,Moderate,High,Product Recall
267.0,Chicken,BrandE,Meat,Melamine,5/23/2024,Chemical Analysis,Minor,High,Warning Issued
268.0,Honey,BrandE,Dairy,Artificial sweeteners,4/29/2024,Microbiological Analysis,Severe,Medium,Investigation Launched
269.0,Juice,BrandC,Meat,Artificial sweeteners,1/21/2024,Microbiological Analysis,Severe,High,Warning Issued
270.0,Bread,BrandE,Dairy,Water,1/16/2024,Sensory Evaluation,Moderate,Low,Investigation Launched
271.0,Chicken,BrandE,Meat,Chalk,5/20/2024,Spectroscopy,Severe,Low,Fine Imposed
272.0,Chicken,BrandD,Bakery,Coloring agents,6/25/2024,Spectroscopy,Severe,Medium,Warning Issued
273.0,Wine,BrandB,Bakery,Water,1/1/2024,Microbiological Analysis,Severe,Medium,Product Recall
274.0,Yogurt,BrandE,Dairy,Chalk,6/17/2024,Sensory Evaluation,Moderate,Low,Warning Issued
275.0,Juice,BrandC,Bakery,Coloring agents,6/14/2024,Sensory Evaluation,Minor,Low,Product Recall
276.0,Cheese,BrandD,Bakery,Melamine,5/8/2024,Chemical Analysis,Moderate,High,Fine Imposed
277.0,Honey,BrandD,Condiments,Chalk,4/19/2024,Spectroscopy,Minor,High,Product Recall
278.0,Honey,BrandE,Condiments,Coloring agents,2/22/2024,Microbiological Analysis,Minor,High,Fine Imposed
279.0,Chicken,BrandB,Beverages,Water,3/2/2024,Spectroscopy,Minor,Low,Investigation Launched
280.0,Butter,BrandB,Bakery,Coloring agents,1/22/2024,Chemical Analysis,Severe,High,Fine Imposed
281.0,Beef,BrandE,Dairy,Artificial sweeteners,4/19/2024,Spectroscopy,Minor,High,Product Recall
282.0,Cheese,BrandE,Dairy,Water,4/2/2024,Sensory Evaluation,Severe,High,Product Recall
283.0,Yogurt,BrandE,Bakery,Water,1/15/2024,Microbiological Analysis,Moderate,Low,Product Recall
284.0,Butter,BrandC,Condiments,Chalk,5/30/2024,Chemical Analysis,Minor,Medium,Warning Issued
285.0,Cheese,BrandD,Bakery,Melamine,5/5/2024,Chemical Analysis,Severe,Low,Investigation Launched
286.0,Chicken,BrandE,Condiments,Artificial sweeteners,3/10/2024,Microbiological Analysis,Minor,Low,Warning Issued
287.0,Milk,BrandD,Dairy,Artificial sweeteners,1/17/2024,Spectroscopy,Severe,High,Investigation Launched
288.0,Honey,BrandD,Beverages,Chalk,5/8/2024,Microbiological Analysis,Moderate,Medium,Investigation Launched
289.0,Milk,BrandC,Dairy,Water,5/31/2024,Microbiological Analysis,Moderate,Low,Investigation Launched
290.0,Bread,BrandE,Condiments,Coloring agents,1/12/2024,Microbiological Analysis,Moderate,Medium,Product Recall
291.0,Yogurt,BrandE,Meat,Coloring agents,3/1/2024,Spectroscopy,Moderate,Low,Fine Imposed
292.0,Beef,BrandD,Dairy,Coloring agents,2/12/2024,Sensory Evaluation,Severe,High,Investigation Launched
293.0,Honey,BrandE,Beverages,Water,3/29/2024,Chemical Analysis,Severe,High,Fine Imposed
294.0,Yogurt,BrandD,Meat,Chalk,6/14/2024,Spectroscopy,Severe,Medium,Warning Issued
295.0,Beef,BrandC,Meat,Artificial sweeteners,2/10/2024,Microbiological Analysis,Minor,High,Product Recall
296.0,Cheese,BrandD,Dairy,Coloring agents,1/23/2024,Microbiological Analysis,Moderate,Low,Warning Issued
297.0,Yogurt,BrandA,Dairy,Melamine,4/20/2024,Spectroscopy,Minor,High,Product Recall
298.0,Beef,BrandE,Bakery,Melamine,2/17/2024,Chemical Analysis,Severe,High,Investigation Launched
299.0,Yogurt,BrandE,Bakery,Melamine,5/22/2024,Microbiological Analysis,Minor,Medium,Product Recall
300.0,Chicken,BrandD,Dairy,Coloring agents,6/19/2024,Spectroscopy,Moderate,High,Warning Issued
301.0,Milk,BrandB,Beverages,Artificial sweeteners,1/25/2024,Sensory Evaluation,Severe,Low,Product Recall
302.0,Honey,BrandB,Bakery,Artificial sweeteners,4/6/2024,Microbiological Analysis,Minor,Medium,Investigation Launched
303.0,Milk,BrandB,Dairy,Melamine,4/12/2024,Spectroscopy,Severe,Medium,Investigation Launched
304.0,Juice,BrandC,Beverages,Artificial sweeteners,2/13/2024,Microbiological Analysis,Moderate,Medium,Fine Imposed
305.0,Bread,BrandE,Dairy,Chalk,6/15/2024,Chemical Analysis,Minor,Low,Fine Imposed
306.0,Cheese,BrandD,Meat,Chalk,2/1/2024,Spectroscopy,Moderate,High,Fine Imposed
307.0,Chicken,BrandB,Condiments,Water,2/7/2024,Spectroscopy,Minor,Medium,Warning Issued
308.0,Chicken,BrandA,Condiments,Chalk,5/12/2024,Chemical Analysis,Severe,Medium,Product Recall
309.0,Butter,BrandA,Condiments,Chalk,2/10/2024,Sensory Evaluation,Minor,High,Investigation Launched
310.0,Wine,BrandC,Meat,Coloring agents,6/20/2024,Chemical Analysis,Moderate,Medium,Warning Issued
311.0,Milk,BrandB,Condiments,Melamine,2/11/2024,Chemical Analysis,Severe,High,Warning Issued
312.0,Bread,BrandD,Dairy,Chalk,4/20/2024,Sensory Evaluation,Moderate,Medium,Investigation Launched
313.0,Honey,BrandA,Bakery,Chalk,2/26/2024,Sensory Evaluation,Severe,Medium,Warning Issued
314.0,Yogurt,BrandD,Meat,Melamine,3/30/2024,Spectroscopy,Minor,Medium,Warning Issued
315.0,Butter,BrandC,Beverages,Chalk,5/14/2024,Chemical Analysis,Minor,Medium,Fine Imposed
316.0,Beef,BrandC,Dairy,Chalk,5/16/2024,Sensory Evaluation,Severe,High,Warning Issued
317.0,Bread,BrandA,Beverages,Artificial sweeteners,1/20/2024,Microbiological Analysis,Severe,Medium,Investigation Launched
318.0,Milk,BrandC,Bakery,Chalk,5/18/2024,Spectroscopy,Moderate,High,Warning Issued
319.0,Honey,BrandA,Dairy,Water,3/3/2024,Microbiological Analysis,Moderate,Low,Warning Issued
320.0,Milk,BrandA,Beverages,Chalk,5/25/2024,Sensory Evaluation,Minor,High,Investigation Launched
321.0,Juice,BrandC,Beverages,Artificial sweeteners,3/31/2024,Spectroscopy,Minor,Low,Warning Issued
322.0,Honey,BrandD,Dairy,Water,4/10/2024,Sensory Evaluation,Minor,Low,Product Recall
323.0,Juice,BrandB,Meat,Melamine,6/29/2024,Spectroscopy,Minor,High,Warning Issued
324.0,Yogurt,BrandC,Dairy,Artificial sweeteners,4/27/2024,Sensory Evaluation,Severe,Low,Fine Imposed
325.0,Milk,BrandA,Beverages,Chalk,1/22/2024,Microbiological Analysis,Minor,Low,Warning Issued
326.0,Beef,BrandE,Bakery,Water,5/13/2024,Spectroscopy,Moderate,Low,Fine Imposed
327.0,Cheese,BrandC,Meat,Water,3/31/2024,Microbiological Analysis,Minor,High,Product Recall
328.0,Yogurt,BrandE,Beverages,Chalk,1/2/2024,Spectroscopy,Moderate,Low,Warning Issued
329.0,Juice,BrandA,Beverages,Melamine,5/13/2024,Spectroscopy,Moderate,Low,Investigation Launched
330.0,Wine,BrandE,Beverages,Water,4/19/2024,Sensory Evaluation,Severe,High,Investigation Launched
331.0,Beef,BrandB,Dairy,Melamine,1/2/2024,Chemical Analysis,Severe,Low,Investigation Launched
332.0,Butter,BrandB,Dairy,Melamine,6/18/2024,Microbiological Analysis,Severe,High,Investigation Launched
333.0,Bread,BrandA,Meat,Melamine,5/26/2024,Chemical Analysis,Severe,Low,Fine Imposed
334.0,Beef,BrandD,Dairy,Coloring agents,2/26/2024,Sensory Evaluation,Severe,Low,Fine Imposed
335.0,Honey,BrandB,Meat,Chalk,3/19/2024,Spectroscopy,Severe,High,Investigation Launched
336.0,Chicken,BrandC,Condiments,Coloring agents,6/20/2024,Sensory Evaluation,Minor,Medium,Warning Issued
337.0,Butter,BrandC,Bakery,Coloring agents,4/10/2024,Chemical Analysis,Severe,High,Product Recall
338.0,Honey,BrandD,Dairy,Coloring agents,5/11/2024,Spectroscopy,Severe,High,Warning Issued
339.0,Chicken,BrandC,Meat,Chalk,2/23/2024,Sensory Evaluation,Severe,High,Fine Imposed
340.0,Milk,BrandC,Meat,Melamine,1/17/2024,Sensory Evaluation,Minor,Medium,Investigation Launched
341.0,Honey,BrandD,Bakery,Artificial sweeteners,3/31/2024,Microbiological Analysis,Severe,Low,Fine Imposed
342.0,Beef,BrandA,Condiments,Melamine,2/29/2024,Spectroscopy,Minor,Medium,Warning Issued
343.0,Cheese,BrandC,Condiments,Water,4/28/2024,Chemical Analysis,Minor,Medium,Investigation Launched
344.0,Honey,BrandC,Meat,Coloring agents,6/7/2024,Chemical Analysis,Severe,Medium,Warning Issued
345.0,Chicken,BrandC,Meat,Chalk,3/17/2024,Spectroscopy,Minor,High,Fine Imposed
346.0,Juice,BrandE,Meat,Artificial sweeteners,2/26/2024,Microbiological Analysis,Minor,Medium,Warning Issued
347.0,Juice,BrandD,Condiments,Chalk,2/19/2024,Spectroscopy,Moderate,Low,Warning Issued
348.0,Juice,BrandB,Beverages,Artificial sweeteners,6/1/2024,Chemical Analysis,Severe,Medium,Product Recall
349.0,Milk,BrandD,Beverages,Coloring agents,3/5/2024,Microbiological Analysis,Moderate,Medium,Product Recall
350.0,Beef,BrandD,Beverages,Melamine,4/11/2024,Microbiological Analysis,Severe,Medium,Investigation Launched
351.0,Bread,BrandD,Condiments,Coloring agents,4/22/2024,Sensory Evaluation,Severe,High,Product Recall
352.0,Bread,BrandE,Dairy,Water,6/19/2024,Spectroscopy,Moderate,Low,Investigation Launched
353.0,Butter,BrandC,Meat,Chalk,2/21/2024,Sensory Evaluation,Moderate,Low,Investigation Launched
354.0,Yogurt,BrandB,Dairy,Water,1/28/2024,Sensory Evaluation,Moderate,High,Investigation Launched
355.0,Chicken,BrandE,Dairy,Water,5/7/2024,Sensory Evaluation,Minor,High,Warning Issued
356.0,Juice,BrandE,Dairy,Chalk,5/12/2024,Chemical Analysis,Severe,High,Fine Imposed
357.0,Milk,BrandA,Dairy,Coloring agents,5/28/2024,Chemical Analysis,Moderate,Medium,Investigation Launched
358.0,Yogurt,BrandB,Bakery,Chalk,1/18/2024,Spectroscopy,Minor,Medium,Fine Imposed
359.0,Butter,BrandD,Meat,Coloring agents,1/27/2024,Microbiological Analysis,Minor,Low,Investigation Launched
360.0,Honey,BrandE,Condiments,Chalk,6/3/2024,Chemical Analysis,Severe,High,Warning Issued
361.0,Yogurt,BrandA,Dairy,Coloring agents,5/11/2024,Microbiological Analysis,Severe,Low,Product Recall
362.0,Beef,BrandA,Meat,Melamine,6/30/2024,Microbiological Analysis,Severe,Low,Fine Imposed
363.0,Milk,BrandA,Condiments,Water,5/7/2024,Chemical Analysis,Severe,Medium,Warning Issued
364.0,Juice,BrandA,Meat,Coloring agents,1/19/2024,Sensory Evaluation,Minor,Medium,Investigation Launched
365.0,Chicken,BrandA,Bakery,Coloring agents,5/8/2024,Microbiological Analysis,Moderate,Low,Fine Imposed
366.0,Honey,BrandB,Bakery,Artificial sweeteners,6/14/2024,Sensory Evaluation,Minor,High,Warning Issued
367.0,Bread,BrandC,Beverages,Artificial sweeteners,2/3/2024,Sensory Evaluation,Severe,Medium,Investigation Launched
368.0,Beef,BrandD,Condiments,Chalk,4/12/2024,Spectroscopy,Minor,Low,Investigation Launched
369.0,Milk,BrandC,Condiments,Melamine,2/25/2024,Spectroscopy,Severe,High,Investigation Launched
370.0,Milk,BrandE,Bakery,Coloring agents,2/18/2024,Chemical Analysis,Moderate,High,Warning Issued
371.0,Wine,BrandD,Beverages,Water,2/6/2024,Spectroscopy,Severe,Medium,Product Recall
372.0,Bread,BrandC,Bakery,Melamine,6/21/2024,Spectroscopy,Minor,Medium,Product Recall
373.0,Chicken,BrandA,Meat,Coloring agents,3/15/2024,Microbiological Analysis,Severe,Low,Fine Imposed
374.0,Milk,BrandB,Bakery,Coloring agents,3/18/2024,Sensory Evaluation,Severe,Low,Fine Imposed
375.0,Milk,BrandD,Dairy,Water,2/16/2024,Chemical Analysis,Severe,Low,Fine Imposed
376.0,Cheese,BrandC,Beverages,Coloring agents,2/19/2024,Sensory Evaluation,Minor,High,Warning Issued
377.0,Honey,BrandA,Beverages,Melamine,1/11/2024,Chemical Analysis,Minor,Low,Product Recall
378.0,Chicken,BrandA,Condiments,Chalk,3/1/2024,Sensory Evaluation,Severe,Low,Warning Issued
379.0,Cheese,BrandB,Dairy,Artificial sweeteners,5/29/2024,Chemical Analysis,Severe,Medium,Product Recall
380.0,Juice,BrandE,Bakery,Coloring agents,5/19/2024,Spectroscopy,Severe,High,Product Recall
381.0,Yogurt,BrandC,Dairy,Water,5/21/2024,Sensory Evaluation,Severe,Low,Product Recall
382.0,Chicken,BrandA,Meat,Coloring agents,1/8/2024,Chemical Analysis,Minor,Low,Investigation Launched
383.0,Wine,BrandB,Meat,Water,6/21/2024,Sensory Evaluation,Severe,Low,Investigation Launched
384.0,Wine,BrandC,Condiments,Melamine,2/20/2024,Chemical Analysis,Minor,Low,Fine Imposed
385.0,Beef,BrandC,Meat,Coloring agents,4/13/2024,Sensory Evaluation,Moderate,Low,Fine Imposed
386.0,Yogurt,BrandE,Dairy,Coloring agents,1/31/2024,Sensory Evaluation,Severe,Low,Warning Issued
387.0,Milk,BrandE,Dairy,Coloring agents,1/20/2024,Sensory Evaluation,Minor,Medium,Warning Issued
388.0,Wine,BrandC,Beverages,Coloring agents,6/7/2024,Spectroscopy,Minor,Low,Investigation Launched
389.0,Beef,BrandE,Bakery,Chalk,6/18/2024,Chemical Analysis,Minor,Medium,Investigation Launched
390.0,Bread,BrandA,Dairy,Water,5/20/2024,Spectroscopy,Severe,Low,Warning Issued
391.0,Honey,BrandB,Dairy,Melamine,6/19/2024,Sensory Evaluation,Severe,Low,Fine Imposed
392.0,Bread,BrandA,Condiments,Water,1/28/2024,Chemical Analysis,Minor,Low,Warning Issued
393.0,Juice,BrandD,Dairy,Water,5/23/2024,Chemical Analysis,Minor,Medium,Investigation Launched
394.0,Juice,BrandE,Beverages,Artificial sweeteners,5/25/2024,Spectroscopy,Moderate,Low,Investigation Launched
395.0,Juice,BrandE,Condiments,Coloring agents,4/23/2024,Spectroscopy,Minor,Medium,Warning Issued
396.0,Butter,BrandB,Dairy,Melamine,6/6/2024,Chemical Analysis,Minor,High,Warning Issued
397.0,Bread,BrandE,Dairy,Artificial sweeteners,2/17/2024,Chemical Analysis,Moderate,Medium,Warning Issued
398.0,Yogurt,BrandB,Beverages,Coloring agents,6/28/2024,Sensory Evaluation,Minor,Low,Fine Imposed
399.0,Bread,BrandC,Dairy,Water,3/21/2024,Chemical Analysis,Moderate,Medium,Investigation Launched
