adulteration_id,product_name,brand,category,adulterant,detection_date,detection_method,severity,health_risk,action_taken
602.0,Wine,BrandC,Dairy,Chalk,6/2/2024,Chemical Analysis,Severe,High,Warning Issued
603.0,Beef,BrandE,Bakery,Water,2/1/2024,Microbiological Analysis,Moderate,Medium,Investigation Launched
604.0,Wine,BrandC,Condiments,Artificial sweeteners,4/29/2024,Sensory Evaluation,Minor,High,Investigation Launched
605.0,Milk,BrandD,Dairy,Chalk,4/18/2024,Microbiological Analysis,Moderate,High,Product Recall
606.0,Honey,BrandC,Beverages,Melamine,3/17/2024,Sensory Evaluation,Minor,Low,Fine Imposed
607.0,Wine,BrandC,Condiments,Melamine,1/20/2024,Sensory Evaluation,Minor,High,Product Recall
608.0,Yogurt,BrandC,Beverages,Melamine,5/13/2024,Microbiological Analysis,Minor,Low,Fine Imposed
609.0,Cheese,BrandC,Condiments,Melamine,2/26/2024,Sensory Evaluation,Moderate,High,Investigation Launched
610.0,Yogurt,BrandA,Meat,Coloring agents,6/10/2024,Spectroscopy,Moderate,High,Warning Issued
611.0,Juice,BrandD,Condiments,Coloring agents,3/7/2024,Sensory Evaluation,Severe,Low,Product Recall
612.0,Bread,BrandE,Condiments,Artificial sweeteners,6/8/2024,Microbiological Analysis,Moderate,Medium,Fine Imposed
613.0,Butter,BrandD,Beverages,Melamine,4/15/2024,Chemical Analysis,Moderate,Medium,Investigation Launched
614.0,Cheese,BrandC,Beverages,Water,6/21/2024,Microbiological Analysis,Moderate,High,Product Recall
615.0,Chicken,BrandE,Beverages,Coloring agents,6/5/2024,Sensory Evaluation,Severe,High,Investigation Launched
616.0,Milk,BrandD,Condiments,Melamine,5/3/2024,Chemical Analysis,Severe,Low,Warning Issued
617.0,Milk,BrandE,Condiments,Artificial sweeteners,6/8/2024,Sensory Evaluation,Severe,Low,Fine Imposed
618.0,Butter,BrandE,Meat,Coloring agents,4/20/2024,Microbiological Analysis,Severe,High,Warning Issued
619.0,Milk,BrandA,Dairy,Water,3/9/2024,Microbiological Analysis,Severe,Medium,Fine Imposed
620.0,Wine,BrandD,Meat,Water,4/10/2024,Spectroscopy,Minor,Low,Investigation Launched
621.0,Milk,BrandA,Dairy,Melamine,3/23/2024,Sensory Evaluation,Severe,High,Fine Imposed
622.0,Beef,BrandB,Beverages,Chalk,4/15/2024,Sensory Evaluation,Severe,Low,Product Recall
623.0,Bread,BrandA,Beverages,Chalk,6/10/2024,Chemical Analysis,Severe,Medium,Product Recall
624.0,Honey,BrandE,Beverages,Artificial sweeteners,6/21/2024,Spectroscopy,Moderate,Medium,Fine Imposed
625.0,Cheese,BrandD,Meat,Melamine,4/9/2024,Microbiological Analysis,Moderate,High,Warning Issued
626.0,Chicken,BrandE,Condiments,Melamine,5/8/2024,Sensory Evaluation,Severe,High,Product Recall
627.0,Beef,BrandE,Dairy,Melamine,1/16/2024,Spectroscopy,Moderate,Medium,Fine Imposed
628.0,Milk,BrandC,Dairy,Water,1/3/2024,Spectroscopy,Moderate,Low,Product Recall
629.0,Bread,BrandC,Dairy,Coloring agents,1/23/2024,Spectroscopy,Minor,High,Investigation Launched
630.0,Honey,BrandC,Bakery,Water,1/16/2024,Spectroscopy,Minor,Medium,Product Recall
631.0,Bread,BrandD,Bakery,Chalk,3/14/2024,Sensory Evaluation,Severe,Medium,Product Recall
632.0,Beef,BrandE,Dairy,Melamine,6/28/2024,Sensory Evaluation,Minor,High,Warning Issued
633.0,Yogurt,BrandB,Condiments,Chalk,5/28/2024,Spectroscopy,Severe,High,Warning Issued
634.0,Yogurt,BrandD,Beverages,Water,2/22/2024,Chemical Analysis,Minor,Low,Product Recall
635.0,Bread,BrandE,Beverages,Chalk,4/10/2024,Chemical Analysis,Severe,Low,Investigation Launched
636.0,Chicken,BrandE,Dairy,Coloring agents,1/31/2024,Sensory Evaluation,Moderate,High,Product Recall
637.0,Yogurt,BrandB,Beverages,Melamine,4/14/2024,Microbiological Analysis,Minor,Low,Product Recall
638.0,Yogurt,BrandE,Beverages,Coloring agents,6/29/2024,Spectroscopy,Minor,High,Warning Issued
639.0,Beef,BrandE,Condiments,Artificial sweeteners,4/15/2024,Sensory Evaluation,Moderate,Low,Product Recall
640.0,Honey,BrandB,Condiments,Artificial sweeteners,4/22/2024,Chemical Analysis,Severe,High,Warning Issued
641.0,Chicken,BrandC,Meat,Artificial sweeteners,1/15/2024,Chemical Analysis,Severe,Low,Product Recall
642.0,Wine,BrandB,Beverages,Water,5/21/2024,Spectroscopy,Moderate,Medium,Warning Issued
643.0,Juice,BrandC,Bakery,Chalk,1/26/2024,Chemical Analysis,Moderate,Medium,Fine Imposed
644.0,Milk,BrandE,Meat,Artificial sweeteners,4/4/2024,Spectroscopy,Moderate,Low,Fine Imposed
645.0,Honey,BrandA,Meat,Melamine,3/29/2024,Chemical Analysis,Moderate,High,Warning Issued
646.0,Butter,BrandC,Bakery,Artificial sweeteners,2/10/2024,Chemical Analysis,Severe,Low,Product Recall
647.0,Cheese,BrandC,Condiments,Water,3/9/2024,Microbiological Analysis,Minor,Low,Warning Issued
648.0,Cheese,BrandC,Beverages,Melamine,2/26/2024,Microbiological Analysis,Minor,Low,Product Recall
649.0,Beef,BrandB,Bakery,Chalk,3/14/2024,Sensory Evaluation,Severe,Medium,Investigation Launched
650.0,Honey,BrandD,Meat,Coloring agents,2/16/2024,Chemical Analysis,Moderate,High,Product Recall
651.0,Cheese,BrandD,Meat,Coloring agents,6/7/2024,Spectroscopy,Severe,Medium,Fine Imposed
652.0,Chicken,BrandB,Meat,Chalk,3/16/2024,Spectroscopy,Minor,High,Investigation Launched
653.0,Bread,BrandE,Dairy,Artificial sweeteners,5/18/2024,Sensory Evaluation,Moderate,Low,Product Recall
654.0,Beef,BrandD,Dairy,Coloring agents,3/29/2024,Microbiological Analysis,Moderate,High,Warning Issued
655.0,Cheese,BrandB,Dairy,Melamine,1/24/2024,Microbiological Analysis,Severe,Medium,Warning Issued
656.0,Bread,BrandC,Beverages,Artificial sweeteners,6/26/2024,Spectroscopy,Severe,Medium,Fine Imposed
657.0,Honey,BrandE,Meat,Chalk,1/10/2024,Spectroscopy,Moderate,Low,Investigation Launched
658.0,Cheese,BrandE,Bakery,Coloring agents,3/9/2024,Microbiological Analysis,Moderate,Low,Fine Imposed
659.0,Bread,BrandE,Meat,Coloring agents,1/22/2024,Spectroscopy,Minor,High,Investigation Launched
660.0,Honey,BrandD,Condiments,Melamine,4/1/2024,Chemical Analysis,Moderate,High,Product Recall
661.0,Wine,BrandA,Dairy,Coloring agents,3/11/2024,Microbiological Analysis,Severe,Low,Warning Issued
662.0,Butter,BrandC,Beverages,Chalk,6/30/2024,Microbiological Analysis,Severe,Medium,Product Recall
663.0,Butter,BrandB,Condiments,Artificial sweeteners,5/13/2024,Microbiological Analysis,Moderate,Medium,Product Recall
664.0,Honey,BrandA,Bakery,Water,3/25/2024,Microbiological Analysis,Moderate,Medium,Product Recall
665.0,Juice,BrandE,Dairy,Melamine,5/20/2024,Chemical Analysis,Moderate,Low,Product Recall
666.0,Juice,BrandA,Beverages,Artificial sweeteners,1/31/2024,Spectroscopy,Severe,High,Warning Issued
667.0,Wine,BrandE,Meat,Water,3/25/2024,Microbiological Analysis,Minor,Low,Product Recall
668.0,Wine,BrandE,Bakery,Artificial sweeteners,6/13/2024,Microbiological Analysis,Severe,Low,Product Recall
669.0,Cheese,BrandC,Bakery,Coloring agents,3/19/2024,Microbiological Analysis,Minor,Low,Warning Issued
670.0,Beef,BrandA,Meat,Melamine,6/17/2024,Spectroscopy,Moderate,Medium,Fine Imposed
671.0,Bread,BrandC,Condiments,Water,2/29/2024,Chemical Analysis,Minor,High,Fine Imposed
672.0,Butter,BrandC,Condiments,Water,1/14/2024,Spectroscopy,Moderate,Low,Warning Issued
673.0,Cheese,BrandD,Meat,Coloring agents,5/27/2024,Spectroscopy,Minor,Low,Warning Issued
674.0,Honey,BrandE,Bakery,Artificial sweeteners,6/12/2024,Sensory Evaluation,Minor,Low,Investigation Launched
675.0,Cheese,BrandA,Condiments,Coloring agents,6/13/2024,Chemical Analysis,Minor,High,Warning Issued
676.0,Yogurt,BrandC,Beverages,Chalk,2/16/2024,Chemical Analysis,Severe,Low,Fine Imposed
677.0,Yogurt,BrandD,Bakery,Artificial sweeteners,3/9/2024,Microbiological Analysis,Severe,Low,Investigation Launched
678.0,Bread,BrandA,Condiments,Water,1/16/2024,Sensory Evaluation,Moderate,Medium,Fine Imposed
679.0,Butter,BrandC,Condiments,Melamine,2/12/2024,Spectroscopy,Severe,High,Investigation Launched
680.0,Bread,BrandD,Meat,Water,5/11/2024,Chemical Analysis,Severe,Low,Warning Issued
681.0,Bread,BrandC,Condiments,Coloring agents,1/28/2024,Microbiological Analysis,Severe,Medium,Warning Issued
682.0,Milk,BrandC,Dairy,Coloring agents,1/30/2024,Chemical Analysis,Moderate,High,Warning Issued
683.0,Juice,BrandD,Bakery,Artificial sweeteners,5/3/2024,Microbiological Analysis,Severe,Low,Fine Imposed
684.0,Wine,BrandC,Bakery,Water,4/18/2024,Sensory Evaluation,Minor,Medium,Warning Issued
685.0,Juice,BrandB,Bakery,Chalk,1/10/2024,Sensory Evaluation,Severe,Medium,Investigation Launched
686.0,Chicken,BrandB,Dairy,Water,5/26/2024,Chemical Analysis,Severe,Low,Fine Imposed
687.0,Beef,BrandC,Bakery,Chalk,2/8/2024,Sensory Evaluation,Minor,Low,Warning Issued
688.0,Juice,BrandC,Meat,Melamine,2/25/2024,Spectroscopy,Severe,High,Product Recall
689.0,Beef,BrandE,Dairy,Melamine,3/1/2024,Chemical Analysis,Severe,Medium,Investigation Launched
690.0,Cheese,BrandB,Bakery,Coloring agents,4/16/2024,Chemical Analysis,Severe,Low,Warning Issued
691.0,Honey,BrandC,Bakery,Melamine,1/15/2024,Microbiological Analysis,Moderate,Medium,Warning Issued
692.0,Wine,BrandD,Beverages,Artificial sweeteners,3/1/2024,Microbiological Analysis,Moderate,Medium,Fine Imposed
693.0,Wine,BrandA,Dairy,Chalk,5/4/2024,Microbiological Analysis,Severe,Medium,Product Recall
694.0,Bread,BrandB,Dairy,Coloring agents,6/25/2024,Sensory Evaluation,Moderate,Low,Fine Imposed
695.0,Wine,BrandD,Beverages,Melamine,2/27/2024,Sensory Evaluation,Moderate,High,Investigation Launched
696.0,Yogurt,BrandD,Dairy,Water,4/9/2024,Microbiological Analysis,Severe,Medium,Warning Issued
697.0,Juice,BrandD,Bakery,Artificial sweeteners,3/7/2024,Spectroscopy,Severe,High,Investigation Launched
698.0,Yogurt,BrandD,Bakery,Chalk,5/8/2024,Spectroscopy,Moderate,Low,Fine Imposed
699.0,Beef,BrandC,Bakery,Water,5/13/2024,Sensory Evaluation,Severe,Medium,Fine Imposed
700.0,Chicken,BrandA,Meat,Coloring agents,5/10/2024,Microbiological Analysis,Minor,Low,Fine Imposed
701.0,Yogurt,BrandB,Bakery,Chalk,4/26/2024,Sensory Evaluation,Moderate,Medium,Investigation Launched
702.0,Chicken,BrandC,Condiments,Chalk,5/23/2024,Microbiological Analysis,Minor,High,Warning Issued
703.0,Honey,BrandA,Condiments,Artificial sweeteners,1/9/2024,Sensory Evaluation,Moderate,Low,Product Recall
704.0,Beef,BrandB,Beverages,Water,4/8/2024,Sensory Evaluation,Minor,Low,Fine Imposed
705.0,Butter,BrandA,Condiments,Water,1/21/2024,Chemical Analysis,Minor,High,Product Recall
706.0,Chicken,BrandE,Bakery,Artificial sweeteners,2/5/2024,Chemical Analysis,Minor,High,Product Recall
707.0,Cheese,BrandD,Dairy,Artificial sweeteners,6/2/2024,Microbiological Analysis,Minor,High,Fine Imposed
708.0,Honey,BrandD,Bakery,Chalk,1/3/2024,Microbiological Analysis,Minor,Low,Investigation Launched
709.0,Juice,BrandC,Condiments,Chalk,1/31/2024,Spectroscopy,Minor,Medium,Product Recall
710.0,Yogurt,BrandE,Bakery,Coloring agents,2/24/2024,Microbiological Analysis,Moderate,Medium,Product Recall
711.0,Cheese,BrandE,Meat,Water,4/26/2024,Chemical Analysis,Severe,High,Product Recall
712.0,Yogurt,BrandB,Bakery,Chalk,4/5/2024,Spectroscopy,Severe,Low,Product Recall
713.0,Milk,BrandC,Bakery,Chalk,5/31/2024,Spectroscopy,Minor,Low,Investigation Launched
714.0,Milk,BrandE,Bakery,Water,2/8/2024,Sensory Evaluation,Minor,Low,Fine Imposed
715.0,Beef,BrandC,Dairy,Artificial sweeteners,5/24/2024,Microbiological Analysis,Severe,Medium,Fine Imposed
716.0,Cheese,BrandB,Condiments,Coloring agents,6/19/2024,Microbiological Analysis,Severe,Medium,Warning Issued
717.0,Bread,BrandB,Condiments,Coloring agents,6/5/2024,Chemical Analysis,Severe,Low,Fine Imposed
718.0,Juice,BrandE,Beverages,Artificial sweeteners,3/27/2024,Chemical Analysis,Moderate,High,Investigation Launched
719.0,Bread,BrandA,Beverages,Melamine,4/24/2024,Sensory Evaluation,Minor,Low,Product Recall
720.0,Chicken,BrandB,Dairy,Coloring agents,1/11/2024,Microbiological Analysis,Moderate,Low,Investigation Launched
721.0,Juice,BrandB,Condiments,Melamine,2/1/2024,Spectroscopy,Moderate,Low,Warning Issued
722.0,Milk,BrandE,Dairy,Water,5/6/2024,Chemical Analysis,Severe,High,Fine Imposed
723.0,Butter,BrandC,Meat,Water,2/9/2024,Spectroscopy,Moderate,High,Warning Issued
724.0,Bread,BrandA,Beverages,Chalk,4/1/2024,Sensory Evaluation,Severe,High,Warning Issued
725.0,Beef,BrandB,Dairy,Water,5/28/2024,Sensory Evaluation,Moderate,Medium,Investigation Launched
726.0,Chicken,BrandC,Condiments,Coloring agents,4/7/2024,Spectroscopy,Moderate,Low,Investigation Launched
727.0,Yogurt,BrandE,Dairy,Coloring agents,4/9/2024,Sensory Evaluation,Moderate,High,Warning Issued
728.0,Bread,BrandE,Beverages,Artificial sweeteners,2/28/2024,Sensory Evaluation,Minor,Medium,Warning Issued
729.0,Milk,BrandB,Dairy,Water,3/22/2024,Spectroscopy,Severe,Low,Fine Imposed
730.0,Chicken,BrandC,Beverages,Coloring agents,1/9/2024,Sensory Evaluation,Minor,Medium,Fine Imposed
731.0,Beef,BrandC,Bakery,Water,5/17/2024,Sensory Evaluation,Severe,Medium,Investigation Launched
732.0,Juice,BrandA,Condiments,Chalk,6/4/2024,Microbiological Analysis,Moderate,Medium,Investigation Launched
733.0,Honey,BrandE,Meat,Chalk,3/1/2024,Chemical Analysis,Severe,High,Investigation Launched
734.0,Chicken,BrandA,Bakery,Artificial sweeteners,4/1/2024,Microbiological Analysis,Minor,Medium,Fine Imposed
735.0,Yogurt,BrandC,Dairy,Chalk,2/23/2024,Microbiological Analysis,Severe,Low,Investigation Launched
736.0,Chicken,BrandA,Bakery,Artificial sweeteners,5/25/2024,Sensory Evaluation,Moderate,High,Investigation Launched
737.0,Cheese,BrandB,Dairy,Artificial sweeteners,5/6/2024,Chemical Analysis,Moderate,High,Investigation Launched
738.0,Yogurt,BrandE,Meat,Coloring agents,3/28/2024,Chemical Analysis,Severe,Low,Fine Imposed
739.0,Juice,BrandC,Meat,Coloring agents,1/23/2024,Chemical Analysis,Severe,High,Investigation Launched
740.0,Wine,BrandE,Beverages,Water,4/9/2024,Microbiological Analysis,Moderate,High,Product Recall
741.0,Butter,BrandD,Dairy,Melamine,2/7/2024,Chemical Analysis,Minor,Low,Warning Issued
742.0,Milk,BrandA,Meat,Artificial sweeteners,5/7/2024,Microbiological Analysis,Severe,Low,Warning Issued
743.0,Juice,BrandA,Meat,Water,6/27/2024,Chemical Analysis,Minor,Medium,Fine Imposed
744.0,Butter,BrandA,Beverages,Artificial sweeteners,2/24/2024,Spectroscopy,Minor,Low,Fine Imposed
745.0,Juice,BrandD,Meat,Artificial sweeteners,1/9/2024,Microbiological Analysis,Minor,Low,Investigation Launched
746.0,Butter,BrandC,Meat,Chalk,6/30/2024,Sensory Evaluation,Moderate,Low,Product Recall
747.0,Cheese,BrandE,Meat,Artificial sweeteners,5/20/2024,Sensory Evaluation,Moderate,Low,Investigation Launched
748.0,Chicken,BrandB,Condiments,Coloring agents,2/2/2024,Sensory Evaluation,Minor,Medium,Warning Issued
749.0,Bread,BrandB,Beverages,Melamine,6/4/2024,Sensory Evaluation,Minor,Low,Warning Issued
750.0,Juice,BrandC,Meat,Chalk,6/3/2024,Microbiological Analysis,Moderate,High,Investigation Launched
751.0,Cheese,BrandA,Meat,Coloring agents,1/13/2024,Chemical Analysis,Moderate,Medium,Product Recall
752.0,Wine,BrandD,Meat,Artificial sweeteners,5/12/2024,Sensory Evaluation,Minor,Low,Investigation Launched
753.0,Honey,BrandB,Bakery,Melamine,5/26/2024,Chemical Analysis,Moderate,Low,Fine Imposed
754.0,Beef,BrandD,Bakery,Coloring agents,3/22/2024,Spectroscopy,Minor,Medium,Investigation Launched
755.0,Chicken,BrandE,Dairy,Water,1/12/2024,Spectroscopy,Severe,High,Product Recall
756.0,Wine,BrandB,Dairy,Coloring agents,5/22/2024,Spectroscopy,Moderate,High,Fine Imposed
757.0,Honey,BrandA,Meat,Artificial sweeteners,3/26/2024,Microbiological Analysis,Moderate,Medium,Product Recall
758.0,Cheese,BrandA,Beverages,Water,3/18/2024,Chemical Analysis,Severe,Medium,Investigation Launched
759.0,Bread,BrandE,Dairy,Artificial sweeteners,3/5/2024,Spectroscopy,Severe,High,Fine Imposed
760.0,Butter,BrandC,Meat,Water,4/16/2024,Sensory Evaluation,Severe,Medium,Fine Imposed
761.0,Butter,BrandC,Condiments,Water,3/19/2024,Spectroscopy,Severe,Medium,Investigation Launched
762.0,Beef,BrandB,Dairy,Artificial sweeteners,2/10/2024,Chemical Analysis,Moderate,Low,Fine Imposed
763.0,Chicken,BrandA,Condiments,Melamine,4/15/2024,Sensory Evaluation,Minor,Low,Product Recall
764.0,Bread,BrandC,Condiments,Coloring agents,6/26/2024,Sensory Evaluation,Moderate,Low,Fine Imposed
765.0,Honey,BrandC,Bakery,Coloring agents,5/16/2024,Sensory Evaluation,Minor,Medium,Product Recall
766.0,Juice,BrandC,Bakery,Artificial sweeteners,4/23/2024,Spectroscopy,Minor,Medium,Product Recall
767.0,Beef,BrandD,Beverages,Coloring agents,6/19/2024,Microbiological Analysis,Moderate,Low,Fine Imposed
768.0,Juice,BrandE,Beverages,Chalk,4/19/2024,Spectroscopy,Severe,High,Product Recall
769.0,Milk,BrandC,Bakery,Water,2/18/2024,Microbiological Analysis,Minor,Medium,Product Recall
770.0,Yogurt,BrandE,Condiments,Coloring agents,5/24/2024,Microbiological Analysis,Minor,Low,Fine Imposed
771.0,Honey,BrandA,Bakery,Artificial sweeteners,3/28/2024,Sensory Evaluation,Minor,Low,Product Recall
772.0,Chicken,BrandE,Dairy,Water,5/8/2024,Chemical Analysis,Moderate,High,Investigation Launched
773.0,Wine,BrandD,Bakery,Melamine,1/15/2024,Chemical Analysis,Moderate,High,Product Recall
774.0,Bread,BrandD,Meat,Melamine,4/23/2024,Sensory Evaluation,Minor,Medium,Warning Issued
775.0,Milk,BrandB,Meat,Melamine,2/19/2024,Spectroscopy,Severe,High,Warning Issued
776.0,Wine,BrandB,Beverages,Coloring agents,2/20/2024,Sensory Evaluation,Minor,Medium,Warning Issued
777.0,Cheese,BrandD,Bakery,Melamine,2/15/2024,Spectroscopy,Severe,High,Investigation Launched
778.0,Butter,BrandB,Bakery,Artificial sweeteners,6/23/2024,Chemical Analysis,Minor,Low,Fine Imposed
779.0,Butter,BrandA,Beverages,Coloring agents,1/9/2024,Chemical Analysis,Minor,Low,Investigation Launched
780.0,Juice,BrandC,Meat,Melamine,2/28/2024,Spectroscopy,Minor,High,Investigation Launched
781.0,Cheese,BrandD,Beverages,Coloring agents,6/12/2024,Microbiological Analysis,Minor,High,Fine Imposed
782.0,Honey,BrandE,Meat,Water,3/30/2024,Sensory Evaluation,Severe,High,Fine Imposed
783.0,Yogurt,BrandA,Beverages,Chalk,5/6/2024,Chemical Analysis,Moderate,High,Fine Imposed
784.0,Yogurt,BrandC,Dairy,Chalk,6/18/2024,Spectroscopy,Severe,Low,Fine Imposed
785.0,Chicken,BrandB,Dairy,Coloring agents,4/21/2024,Chemical Analysis,Minor,Low,Investigation Launched
786.0,Juice,BrandD,Dairy,Chalk,2/17/2024,Sensory Evaluation,Minor,High,Investigation Launched
787.0,Cheese,BrandD,Condiments,Water,4/30/2024,Sensory Evaluation,Severe,Medium,Fine Imposed
788.0,Butter,BrandE,Beverages,Artificial sweeteners,1/23/2024,Sensory Evaluation,Severe,Low,Investigation Launched
789.0,Chicken,BrandE,Dairy,Melamine,6/25/2024,Microbiological Analysis,Severe,Medium,Product Recall
790.0,Butter,BrandA,Beverages,Coloring agents,4/1/2024,Sensory Evaluation,Minor,Medium,Investigation Launched
791.0,Yogurt,BrandA,Condiments,Artificial sweeteners,6/4/2024,Spectroscopy,Moderate,Medium,Warning Issued
792.0,Juice,BrandA,Condiments,Coloring agents,5/17/2024,Chemical Analysis,Minor,High,Warning Issued
793.0,Cheese,BrandA,Dairy,Water,6/13/2024,Sensory Evaluation,Minor,High,Product Recall
794.0,Bread,BrandA,Dairy,Melamine,5/22/2024,Chemical Analysis,Minor,High,Investigation Launched
795.0,Milk,BrandE,Meat,Chalk,3/6/2024,Chemical Analysis,Minor,High,Fine Imposed
796.0,Milk,BrandC,Meat,Melamine,4/15/2024,Chemical Analysis,Moderate,Medium,Product Recall
797.0,Bread,BrandB,Dairy,Artificial sweeteners,4/5/2024,Chemical Analysis,Severe,High,Warning Issued
798.0,Yogurt,BrandD,Meat,Melamine,4/17/2024,Chemical Analysis,Severe,Medium,Fine Imposed
799.0,Chicken,BrandC,Dairy,Artificial sweeteners,3/24/2024,Sensory Evaluation,Moderate,Low,Investigation Launched
800.0,Wine,BrandD,Beverages,Melamine,1/12/2024,Spectroscopy,Severe,Medium,Investigation Launched
