adulteration_id,product_name,brand,category,adulterant,detection_date,detection_method,severity,health_risk,action_taken
801.0,Honey,BrandA,Beverages,Water,1/11/2024,Chemical Analysis,Moderate,Medium,Product Recall
802.0,Cheese,BrandA,Beverages,Chalk,5/10/2024,Spectroscopy,Moderate,Medium,Product Recall
803.0,Butter,BrandA,Meat,Chalk,2/28/2024,Microbiological Analysis,Moderate,High,Warning Issued
804.0,Wine,BrandA,Condiments,Water,1/12/2024,Microbiological Analysis,Minor,Medium,Product Recall
805.0,Honey,BrandA,Dairy,Water,3/28/2024,Sensory Evaluation,Moderate,Low,Warning Issued
806.0,Milk,BrandD,Meat,Water,6/14/2024,Chemical Analysis,Moderate,Medium,Investigation Launched
807.0,Chicken,BrandB,Meat,Coloring agents,5/1/2024,Sensory Evaluation,Severe,Medium,Fine Imposed
808.0,Chicken,BrandA,Beverages,Melamine,6/12/2024,Sensory Evaluation,Minor,Medium,Warning Issued
809.0,Yogurt,BrandB,Dairy,Chalk,3/10/2024,Spectroscopy,Severe,High,Investigation Launched
810.0,Chicken,BrandB,Beverages,Chalk,4/5/2024,Microbiological Analysis,Severe,Low,Fine Imposed
811.0,Honey,BrandE,Bakery,Melamine,5/20/2024,Spectroscopy,Severe,High,Warning Issued
812.0,Juice,BrandD,Meat,Coloring agents,2/20/2024,Sensory Evaluation,Moderate,Low,Warning Issued
813.0,Juice,BrandE,Dairy,Artificial sweeteners,4/15/2024,Sensory Evaluation,Minor,Low,Warning Issued
814.0,Milk,BrandC,Meat,Coloring agents,1/21/2024,Chemical Analysis,Severe,Low,Warning Issued
815.0,Wine,BrandA,Bakery,Artificial sweeteners,3/7/2024,Microbiological Analysis,Moderate,Medium,Warning Issued
816.0,Chicken,BrandA,Condiments,Chalk,4/21/2024,Chemical Analysis,Minor,High,Product Recall
817.0,Bread,BrandB,Dairy,Melamine,3/16/2024,Microbiological Analysis,Minor,Low,Warning Issued
818.0,Chicken,BrandE,Meat,Coloring agents,2/13/2024,Chemical Analysis,Severe,High,Investigation Launched
819.0,Chicken,BrandD,Beverages,Water,5/10/2024,Microbiological Analysis,Moderate,Medium,Investigation Launched
820.0,Beef,BrandA,Dairy,Artificial sweeteners,2/18/2024,Chemical Analysis,Severe,Medium,Product Recall
821.0,Wine,BrandD,Beverages,Coloring agents,6/4/2024,Microbiological Analysis,Severe,Low,Product Recall
822.0,Yogurt,BrandC,Meat,Coloring agents,1/29/2024,Microbiological Analysis,Minor,Medium,Product Recall
823.0,Bread,BrandB,Condiments,Coloring agents,6/3/2024,Sensory Evaluation,Moderate,Medium,Product Recall
824.0,Wine,BrandC,Bakery,Coloring agents,5/7/2024,Sensory Evaluation,Minor,High,Fine Imposed
825.0,Honey,BrandD,Condiments,Melamine,4/9/2024,Microbiological Analysis,Minor,Medium,Fine Imposed
826.0,Wine,BrandE,Beverages,Coloring agents,1/4/2024,Sensory Evaluation,Minor,Medium,Product Recall
827.0,Juice,BrandA,Beverages,Chalk,1/31/2024,Chemical Analysis,Minor,High,Product Recall
828.0,Beef,BrandC,Condiments,Artificial sweeteners,3/10/2024,Microbiological Analysis,Severe,High,Fine Imposed
829.0,Butter,BrandA,Bakery,Coloring agents,5/4/2024,Sensory Evaluation,Severe,High,Warning Issued
830.0,Juice,BrandA,Meat,Melamine,6/18/2024,Microbiological Analysis,Minor,Medium,Product Recall
831.0,Yogurt,BrandD,Meat,Coloring agents,2/5/2024,Spectroscopy,Severe,Medium,Investigation Launched
832.0,Chicken,BrandD,Condiments,Chalk,6/3/2024,Sensory Evaluation,Minor,High,Product Recall
833.0,Cheese,BrandD,Meat,Chalk,1/12/2024,Microbiological Analysis,Moderate,Medium,Investigation Launched
834.0,Juice,BrandC,Meat,Melamine,1/5/2024,Spectroscopy,Moderate,High,Fine Imposed
835.0,Chicken,BrandB,Condiments,Water,6/18/2024,Sensory Evaluation,Severe,Low,Product Recall
836.0,Bread,BrandC,Meat,Chalk,5/27/2024,Sensory Evaluation,Severe,High,Investigation Launched
837.0,Beef,BrandE,Meat,Artificial sweeteners,2/28/2024,Spectroscopy,Severe,High,Investigation Launched
838.0,Yogurt,BrandC,Meat,Artificial sweeteners,5/12/2024,Spectroscopy,Severe,Medium,Fine Imposed
839.0,Bread,BrandA,Beverages,Artificial sweeteners,4/2/2024,Sensory Evaluation,Severe,High,Product Recall
840.0,Chicken,BrandE,Bakery,Melamine,4/14/2024,Chemical Analysis,Minor,High,Warning Issued
841.0,Yogurt,BrandA,Beverages,Coloring agents,6/15/2024,Chemical Analysis,Severe,High,Fine Imposed
842.0,Bread,BrandA,Condiments,Coloring agents,6/1/2024,Microbiological Analysis,Minor,Low,Product Recall
843.0,Chicken,BrandA,Meat,Chalk,1/7/2024,Spectroscopy,Severe,Medium,Fine Imposed
844.0,Wine,BrandE,Meat,Water,1/17/2024,Spectroscopy,Minor,Low,Product Recall
845.0,Milk,BrandD,Meat,Chalk,3/21/2024,Microbiological Analysis,Severe,High,Fine Imposed
846.0,Yogurt,BrandD,Dairy,Artificial sweeteners,4/16/2024,Chemical Analysis,Moderate,High,Product Recall
847.0,Beef,BrandA,Condiments,Coloring agents,2/12/2024,Spectroscopy,Severe,High,Fine Imposed
848.0,Bread,BrandA,Dairy,Water,6/3/2024,Chemical Analysis,Minor,Medium,Fine Imposed
849.0,Beef,BrandC,Bakery,Artificial sweeteners,5/19/2024,Sensory Evaluation,Severe,High,Warning Issued
850.0,Cheese,BrandB,Bakery,Coloring agents,1/8/2024,Spectroscopy,Moderate,Medium,Product Recall
851.0,Butter,BrandB,Beverages,Artificial sweeteners,2/28/2024,Chemical Analysis,Severe,Medium,Fine Imposed
852.0,Bread,BrandA,Bakery,Artificial sweeteners,1/6/2024,Chemical Analysis,Minor,Low,Warning Issued
853.0,Wine,BrandB,Dairy,Chalk,2/5/2024,Sensory Evaluation,Severe,Low,Investigation Launched
854.0,Butter,BrandD,Bakery,Chalk,5/8/2024,Chemical Analysis,Minor,Low,Product Recall
855.0,Juice,BrandD,Beverages,Artificial sweeteners,5/4/2024,Spectroscopy,Moderate,High,Fine Imposed
856.0,Beef,BrandE,Condiments,Artificial sweeteners,1/4/2024,Spectroscopy,Moderate,Low,Investigation Launched
857.0,Wine,BrandE,Beverages,Melamine,1/10/2024,Spectroscopy,Severe,Medium,Warning Issued
858.0,Beef,BrandD,Meat,Melamine,1/14/2024,Microbiological Analysis,Minor,Low,Product Recall
859.0,Bread,BrandC,Dairy,Artificial sweeteners,3/19/2024,Microbiological Analysis,Severe,High,Investigation Launched
860.0,Beef,BrandD,Bakery,Coloring agents,4/7/2024,Spectroscopy,Minor,Low,Fine Imposed
861.0,Honey,BrandA,Bakery,Chalk,6/23/2024,Microbiological Analysis,Moderate,High,Product Recall
862.0,Bread,BrandA,Condiments,Chalk,3/18/2024,Microbiological Analysis,Severe,Medium,Product Recall
863.0,Butter,BrandD,Dairy,Water,1/19/2024,Sensory Evaluation,Minor,Low,Fine Imposed
864.0,Wine,BrandB,Meat,Artificial sweeteners,5/22/2024,Spectroscopy,Minor,High,Investigation Launched
865.0,Honey,BrandD,Condiments,Water,5/18/2024,Chemical Analysis,Minor,Low,Fine Imposed
866.0,Butter,BrandD,Bakery,Water,6/26/2024,Microbiological Analysis,Moderate,Low,Product Recall
867.0,Milk,BrandE,Condiments,Chalk,4/6/2024,Chemical Analysis,Severe,Low,Fine Imposed
868.0,Chicken,BrandE,Bakery,Chalk,3/27/2024,Chemical Analysis,Severe,Low,Product Recall
869.0,Milk,BrandE,Dairy,Chalk,5/2/2024,Spectroscopy,Moderate,Low,Investigation Launched
870.0,Wine,BrandB,Condiments,Artificial sweeteners,3/13/2024,Microbiological Analysis,Minor,High,Warning Issued
871.0,Beef,BrandE,Bakery,Water,5/24/2024,Sensory Evaluation,Moderate,Low,Investigation Launched
872.0,Chicken,BrandC,Meat,Chalk,6/27/2024,Spectroscopy,Severe,Medium,Product Recall
873.0,Milk,BrandC,Condiments,Water,6/25/2024,Sensory Evaluation,Minor,High,Investigation Launched
874.0,Chicken,BrandA,Beverages,Coloring agents,2/17/2024,Chemical Analysis,Severe,High,Investigation Launched
875.0,Butter,BrandD,Dairy,Water,4/16/2024,Sensory Evaluation,Severe,High,Warning Issued
876.0,Yogurt,BrandC,Dairy,Coloring agents,1/11/2024,Spectroscopy,Severe,Medium,Product Recall
877.0,Wine,BrandC,Meat,Chalk,6/2/2024,Microbiological Analysis,Minor,Medium,Investigation Launched
878.0,Juice,BrandC,Condiments,Chalk,5/22/2024,Sensory Evaluation,Minor,Low,Fine Imposed
879.0,Yogurt,BrandB,Bakery,Coloring agents,1/15/2024,Spectroscopy,Severe,Medium,Investigation Launched
880.0,Milk,BrandA,Bakery,Water,5/21/2024,Chemical Analysis,Moderate,Low,Fine Imposed
881.0,Butter,BrandA,Beverages,Water,3/29/2024,Microbiological Analysis,Minor,High,Product Recall
882.0,Wine,BrandC,Bakery,Melamine,5/24/2024,Microbiological Analysis,Minor,High,Investigation Launched
883.0,Butter,BrandA,Bakery,Chalk,6/28/2024,Spectroscopy,Minor,Medium,Product Recall
884.0,Milk,BrandD,Dairy,Water,3/26/2024,Spectroscopy,Moderate,Medium,Product Recall
885.0,Juice,BrandA,Meat,Water,1/5/2024,Sensory Evaluation,Minor,High,Fine Imposed
886.0,Milk,BrandB,Meat,Water,2/15/2024,Chemical Analysis,Moderate,Low,Warning Issued
887.0,Wine,BrandD,Dairy,Coloring agents,2/12/2024,Microbiological Analysis,Moderate,Medium,Investigation Launched
888.0,Honey,BrandC,Condiments,Water,2/16/2024,Sensory Evaluation,Moderate,High,Investigation Launched
889.0,Chicken,BrandB,Condiments,Artificial sweeteners,1/6/2024,Microbiological Analysis,Moderate,Medium,Investigation Launched
890.0,Chicken,BrandC,Dairy,Coloring agents,4/23/2024,Spectroscopy,Moderate,High,Product Recall
891.0,Butter,BrandB,Condiments,Coloring agents,6/15/2024,Microbiological Analysis,Moderate,Low,Product Recall
892.0,Wine,BrandB,Condiments,Water,1/23/2024,Sensory Evaluation,Moderate,Low,Fine Imposed
893.0,Wine,BrandA,Dairy,Coloring agents,1/29/2024,Chemical Analysis,Minor,Low,Warning Issued
894.0,Milk,BrandE,Meat,Coloring agents,5/26/2024,Spectroscopy,Minor,Low,Investigation Launched
895.0,Chicken,BrandD,Dairy,Artificial sweeteners,3/6/2024,Sensory Evaluation,Minor,Medium,Investigation Launched
896.0,Bread,BrandA,Meat,Water,6/19/2024,Microbiological Analysis,Moderate,Low,Product Recall
897.0,Juice,BrandE,Condiments,Melamine,4/24/2024,Microbiological Analysis,Moderate,Low,Investigation Launched
898.0,Wine,BrandC,Beverages,Coloring agents,1/4/2024,Microbiological Analysis,Severe,High,Warning Issued
899.0,Chicken,BrandB,Beverages,Chalk,2/29/2024,Sensory Evaluation,Minor,Medium,Product Recall
900.0,Wine,BrandC,Meat,Melamine,4/21/2024,Spectroscopy,Moderate,High,Investigation Launched
901.0,Bread,BrandA,Meat,Water,3/20/2024,Chemical Analysis,Minor,High,Product Recall
902.0,Wine,BrandD,Bakery,Chalk,2/6/2024,Microbiological Analysis,Moderate,Medium,Product Recall
903.0,Juice,BrandD,Condiments,Water,1/16/2024,Microbiological Analysis,Severe,Medium,Warning Issued
904.0,Juice,BrandD,Beverages,Coloring agents,3/17/2024,Spectroscopy,Moderate,Medium,Fine Imposed
905.0,Chicken,BrandA,Bakery,Melamine,3/19/2024,Sensory Evaluation,Minor,High,Warning Issued
906.0,Milk,BrandA,Meat,Chalk,4/13/2024,Microbiological Analysis,Moderate,Low,Investigation Launched
907.0,Milk,BrandA,Dairy,Melamine,2/8/2024,Microbiological Analysis,Severe,Medium,Fine Imposed
908.0,Wine,BrandE,Condiments,Artificial sweeteners,4/8/2024,Chemical Analysis,Severe,Low,Fine Imposed
909.0,Milk,BrandA,Meat,Water,5/2/2024,Sensory Evaluation,Moderate,Low,Product Recall
910.0,Beef,BrandD,Meat,Water,6/3/2024,Microbiological Analysis,Severe,High,Product Recall
911.0,Bread,BrandE,Condiments,Coloring agents,3/26/2024,Spectroscopy,Moderate,Low,Investigation Launched
912.0,Cheese,BrandC,Bakery,Melamine,6/2/2024,Sensory Evaluation,Moderate,High,Fine Imposed
913.0,Milk,BrandE,Beverages,Artificial sweeteners,2/5/2024,Sensory Evaluation,Minor,Low,Investigation Launched
914.0,Cheese,BrandD,Bakery,Melamine,5/19/2024,Microbiological Analysis,Minor,Medium,Product Recall
915.0,Honey,BrandD,Meat,Artificial sweeteners,2/15/2024,Chemical Analysis,Severe,Low,Product Recall
916.0,Beef,BrandB,Dairy,Artificial sweeteners,6/4/2024,Microbiological Analysis,Severe,Medium,Investigation Launched
917.0,Honey,BrandA,Beverages,Artificial sweeteners,1/30/2024,Spectroscopy,Severe,High,Warning Issued
918.0,Chicken,BrandE,Beverages,Melamine,2/4/2024,Spectroscopy,Minor,Medium,Warning Issued
919.0,Yogurt,BrandB,Beverages,Water,4/20/2024,Chemical Analysis,Minor,High,Warning Issued
920.0,Honey,BrandA,Bakery,Melamine,4/27/2024,Spectroscopy,Moderate,Medium,Product Recall
921.0,Beef,BrandB,Meat,Chalk,6/15/2024,Chemical Analysis,Moderate,Medium,Warning Issued
922.0,Chicken,BrandB,Bakery,Chalk,3/25/2024,Chemical Analysis,Moderate,High,Product Recall
923.0,Beef,BrandE,Dairy,Chalk,3/26/2024,Spectroscopy,Moderate,High,Investigation Launched
924.0,Honey,BrandC,Condiments,Artificial sweeteners,1/17/2024,Sensory Evaluation,Severe,Medium,Product Recall
925.0,Chicken,BrandD,Meat,Water,3/1/2024,Chemical Analysis,Minor,Low,Warning Issued
926.0,Cheese,BrandC,Beverages,Chalk,1/8/2024,Sensory Evaluation,Minor,High,Product Recall
927.0,Honey,BrandE,Beverages,Chalk,6/13/2024,Chemical Analysis,Severe,Medium,Investigation Launched
928.0,Beef,BrandC,Bakery,Water,3/4/2024,Sensory Evaluation,Moderate,Low,Investigation Launched
929.0,Yogurt,BrandE,Condiments,Water,5/9/2024,Microbiological Analysis,Minor,High,Product Recall
930.0,Yogurt,BrandC,Dairy,Water,3/26/2024,Microbiological Analysis,Moderate,Low,Investigation Launched
931.0,Milk,BrandE,Meat,Coloring agents,3/26/2024,Spectroscopy,Moderate,Medium,Warning Issued
932.0,Chicken,BrandD,Dairy,Water,4/29/2024,Sensory Evaluation,Moderate,High,Fine Imposed
933.0,Yogurt,BrandD,Condiments,Water,5/26/2024,Chemical Analysis,Moderate,Low,Product Recall
934.0,Chicken,BrandA,Bakery,Coloring agents,1/24/2024,Chemical Analysis,Moderate,Low,Product Recall
935.0,Yogurt,BrandA,Bakery,Chalk,6/12/2024,Chemical Analysis,Moderate,Medium,Fine Imposed
936.0,Yogurt,BrandD,Bakery,Artificial sweeteners,4/16/2024,Chemical Analysis,Minor,Medium,Fine Imposed
937.0,Juice,BrandA,Condiments,Chalk,3/29/2024,Sensory Evaluation,Minor,Low,Investigation Launched
938.0,Wine,BrandC,Beverages,Coloring agents,5/5/2024,Sensory Evaluation,Severe,Low,Investigation Launched
939.0,Juice,BrandC,Beverages,Water,5/8/2024,Microbiological Analysis,Severe,High,Product Recall
940.0,Chicken,BrandC,Bakery,Water,2/14/2024,Microbiological Analysis,Minor,Medium,Warning Issued
941.0,Milk,BrandD,Bakery,Coloring agents,1/7/2024,Microbiological Analysis,Moderate,High,Investigation Launched
942.0,Cheese,BrandB,Meat,Melamine,1/11/2024,Chemical Analysis,Moderate,Low,Warning Issued
943.0,Chicken,BrandD,Dairy,Coloring agents,6/6/2024,Chemical Analysis,Moderate,Low,Product Recall
944.0,Honey,BrandE,Meat,Water,6/17/2024,Microbiological Analysis,Minor,High,Product Recall
945.0,Beef,BrandA,Meat,Melamine,1/10/2024,Microbiological Analysis,Minor,Medium,Fine Imposed
946.0,Bread,BrandD,Dairy,Water,5/8/2024,Chemical Analysis,Minor,Low,Fine Imposed
947.0,Milk,BrandB,Bakery,Chalk,3/1/2024,Chemical Analysis,Moderate,High,Fine Imposed
948.0,Cheese,BrandE,Beverages,Artificial sweeteners,5/1/2024,Microbiological Analysis,Severe,High,Product Recall
949.0,Cheese,BrandE,Bakery,Coloring agents,5/31/2024,Spectroscopy,Minor,High,Warning Issued
950.0,Bread,BrandC,Dairy,Artificial sweeteners,5/27/2024,Microbiological Analysis,Minor,Low,Warning Issued
951.0,Wine,BrandC,Beverages,Melamine,5/2/2024,Chemical Analysis,Moderate,Medium,Warning Issued
952.0,Honey,BrandC,Bakery,Artificial sweeteners,2/27/2024,Spectroscopy,Minor,Medium,Investigation Launched
953.0,Milk,BrandE,Condiments,Artificial sweeteners,1/8/2024,Sensory Evaluation,Minor,Low,Warning Issued
954.0,Cheese,BrandD,Condiments,Water,6/23/2024,Sensory Evaluation,Severe,High,Product Recall
955.0,Cheese,BrandA,Meat,Chalk,5/18/2024,Spectroscopy,Moderate,Medium,Product Recall
956.0,Chicken,BrandD,Dairy,Water,4/20/2024,Sensory Evaluation,Moderate,Medium,Warning Issued
957.0,Butter,BrandC,Meat,Water,2/28/2024,Spectroscopy,Moderate,High,Product Recall
958.0,Beef,BrandE,Bakery,Artificial sweeteners,2/12/2024,Sensory Evaluation,Severe,High,Warning Issued
959.0,Honey,BrandE,Dairy,Chalk,5/7/2024,Chemical Analysis,Minor,Medium,Fine Imposed
960.0,Beef,BrandB,Meat,Melamine,1/2/2024,Spectroscopy,Severe,Low,Fine Imposed
961.0,Juice,BrandA,Condiments,Artificial sweeteners,5/21/2024,Chemical Analysis,Severe,Medium,Fine Imposed
962.0,Beef,BrandA,Dairy,Water,2/2/2024,Microbiological Analysis,Moderate,High,Warning Issued
963.0,Bread,BrandA,Beverages,Water,4/19/2024,Spectroscopy,Minor,Medium,Product Recall
964.0,Wine,BrandE,Beverages,Chalk,4/25/2024,Microbiological Analysis,Severe,High,Warning Issued
965.0,Chicken,BrandD,Dairy,Chalk,3/8/2024,Chemical Analysis,Moderate,Medium,Fine Imposed
966.0,Yogurt,BrandB,Condiments,Chalk,5/31/2024,Spectroscopy,Severe,Low,Product Recall
967.0,Milk,BrandB,Beverages,Artificial sweeteners,5/14/2024,Sensory Evaluation,Minor,High,Warning Issued
968.0,Chicken,BrandB,Bakery,Melamine,5/31/2024,Chemical Analysis,Minor,High,Fine Imposed
969.0,Bread,BrandD,Dairy,Coloring agents,2/12/2024,Microbiological Analysis,Severe,High,Fine Imposed
970.0,Milk,BrandB,Meat,Chalk,3/10/2024,Chemical Analysis,Minor,High,Product Recall
971.0,Juice,BrandA,Bakery,Coloring agents,1/2/2024,Microbiological Analysis,Moderate,Low,Fine Imposed
972.0,Wine,BrandC,Dairy,Artificial sweeteners,4/26/2024,Chemical Analysis,Moderate,Medium,Investigation Launched
973.0,Beef,BrandD,Meat,Melamine,1/27/2024,Microbiological Analysis,Severe,Medium,Product Recall
974.0,Chicken,BrandD,Dairy,Coloring agents,4/7/2024,Sensory Evaluation,Moderate,Medium,Investigation Launched
975.0,Cheese,BrandE,Condiments,Chalk,1/29/2024,Microbiological Analysis,Moderate,High,Investigation Launched
976.0,Honey,BrandC,Dairy,Artificial sweeteners,1/17/2024,Microbiological Analysis,Minor,Medium,Fine Imposed
977.0,Cheese,BrandE,Dairy,Artificial sweeteners,4/18/2024,Microbiological Analysis,Moderate,Low,Warning Issued
978.0,Butter,BrandB,Beverages,Chalk,3/5/2024,Sensory Evaluation,Moderate,Medium,Warning Issued
979.0,Butter,BrandE,Beverages,Water,3/5/2024,Chemical Analysis,Moderate,Low,Product Recall
980.0,Wine,BrandA,Bakery,Melamine,2/23/2024,Microbiological Analysis,Moderate,Low,Investigation Launched
981.0,Bread,BrandB,Condiments,Coloring agents,2/7/2024,Sensory Evaluation,Minor,Low,Product Recall
982.0,Milk,BrandA,Meat,Chalk,4/25/2024,Sensory Evaluation,Minor,Medium,Product Recall
983.0,Milk,BrandB,Meat,Artificial sweeteners,5/21/2024,Microbiological Analysis,Moderate,Low,Product Recall
984.0,Cheese,BrandA,Condiments,Coloring agents,4/29/2024,Microbiological Analysis,Minor,Low,Investigation Launched
985.0,Bread,BrandE,Condiments,Artificial sweeteners,6/19/2024,Microbiological Analysis,Severe,Medium,Product Recall
986.0,Chicken,BrandA,Meat,Melamine,1/22/2024,Chemical Analysis,Severe,Low,Investigation Launched
987.0,Bread,BrandE,Meat,Coloring agents,5/11/2024,Microbiological Analysis,Severe,High,Product Recall
988.0,Juice,BrandC,Bakery,Coloring agents,3/26/2024,Sensory Evaluation,Minor,Low,Product Recall
989.0,Yogurt,BrandB,Dairy,Melamine,3/19/2024,Chemical Analysis,Moderate,High,Warning Issued
990.0,Juice,BrandD,Dairy,Artificial sweeteners,1/18/2024,Spectroscopy,Moderate,High,Fine Imposed
991.0,Yogurt,BrandB,Bakery,Water,2/14/2024,Chemical Analysis,Minor,High,Warning Issued
992.0,Honey,BrandE,Beverages,Coloring agents,5/28/2024,Sensory Evaluation,Moderate,High,Product Recall
993.0,Chicken,BrandE,Meat,Chalk,3/20/2024,Chemical Analysis,Severe,Low,Product Recall
994.0,Milk,BrandB,Dairy,Artificial sweeteners,3/23/2024,Microbiological Analysis,Severe,Low,Product Recall
995.0,Juice,BrandB,Beverages,Coloring agents,1/12/2024,Microbiological Analysis,Severe,Medium,Warning Issued
996.0,Butter,BrandD,Beverages,Artificial sweeteners,6/13/2024,Chemical Analysis,Minor,Medium,Fine Imposed
997.0,Beef,BrandD,Beverages,Melamine,5/26/2024,Microbiological Analysis,Minor,Medium,Warning Issued
998.0,Bread,BrandD,Dairy,Chalk,3/25/2024,Microbiological Analysis,Moderate,High,Fine Imposed
999.0,Juice,BrandE,Beverages,Chalk,3/2/2024,Spectroscopy,Minor,High,Product Recall
1000.0,Chicken,BrandC,Meat,Artificial sweeteners,5/27/2024,Spectroscopy,Minor,Low,Warning Issued
